ID,Household Income,Household wealth score,Household size,Rainfall for the month,Average temperature for the month,Travel time,Shortest distance,Amount spent on water in a month,Volume of water consumed in a month in liters,Volume of water consumed in lpcd,Willingness to pay
2449,105000,376.3,9,250.99,74.5,30.00,145.72,10000,9500,60,12000
2450,100000,358.4,9,250.99,74.5,30.00,152.84,10000,9500,60,12000
2451,105000,376.3,9,250.99,74.5,30.00,170.74,10000,9500,60,12000
2452,105000,423.3,8,250.99,74.5,30.00,176.78,10000,9500,60,12000
2453,70000,250.8,9,250.99,74.5,20.00,182.10,10000,6300,40,10000
2454,100000,358.4,9,250.99,74.5,30.00,197.99,10000,9500,60,12000
2455,100000,322.5,10,250.99,74.5,30.00,243.59,10000,9500,60,12000
2456,100000,322.5,10,250.99,74.5,30.00,256.76,10000,9500,60,12000
2457,100000,322.5,10,250.99,74.5,30.00,251.79,10000,9500,60,12000
2458,105000,423.3,8,250.99,74.5,30.00,240.52,10000,9500,60,12000
2459,105000,423.3,8,250.99,74.5,30.00,236.48,10000,9500,60,12000
2460,100000,403.2,8,250.99,74.5,30.00,220.05,10000,9500,60,12000
2461,105000,338.7,10,250.99,74.5,30.00,216.21,10000,9500,60,12000
2462,105000,338.7,10,250.99,74.5,30.00,232.13,10000,9500,60,12000
2463,105000,338.7,10,250.99,74.5,30.00,264.87,10000,9500,60,12000
2464,100000,322.5,10,250.99,74.5,30.00,263.21,10000,9500,60,12000
2465,100000,322.5,10,250.99,74.5,30.00,256.45,10000,9500,60,12000
2466,100000,403.2,8,250.99,74.5,30.00,275.66,10000,9500,60,12000
2467,100000,645.1,5,250.99,74.5,30.00,280.77,10000,9500,60,12000
2468,105000,564.5,6,250.99,74.5,30.00,261.29,10000,9500,60,12000
2469,105000,423.3,8,250.99,74.5,30.00,247.20,10000,9500,60,12000
2470,100000,358.4,9,250.99,74.5,30.00,225.56,10000,9500,60,12000
2471,105000,376.3,9,250.99,74.5,30.00,180.25,10000,9500,60,12000
2472,105000,376.3,9,250.99,74.5,30.00,209.75,10000,9500,60,12000
2473,105000,564.5,6,250.99,74.5,30.00,224.32,10000,9500,60,12000
2474,70000,376.3,6,250.99,74.5,20.00,257.34,10000,6300,40,10000
2475,100000,537.6,6,250.99,74.5,30.00,277.25,10000,9500,60,12000
2476,105000,564.5,6,250.99,74.5,30.00,303.17,10000,9500,60,12000
2477,105000,564.5,6,250.99,74.5,30.00,316.62,10000,9500,60,12000
2478,100000,537.6,6,250.99,74.5,30.00,282.88,10000,9500,60,12000
2479,100000,403.2,8,250.99,74.5,30.00,214.46,10000,9500,60,12000
2480,100000,403.2,8,250.99,74.5,30.00,199.25,10000,9500,60,12000
2481,105000,423.3,8,250.99,74.5,30.00,139.29,10000,9500,60,12000
2482,100000,322.5,10,250.99,74.5,30.00,169.06,10000,9500,60,12000
2483,100000,322.5,10,250.99,74.5,30.00,200.24,10000,9500,60,12000
2484,100000,322.5,10,250.99,74.5,30.00,319.04,10000,9500,60,12000
2485,105000,338.7,10,250.99,74.5,30.00,337.96,10000,9500,60,12000
2486,70000,225.8,10,250.99,74.5,20.00,328.93,10000,6300,40,10000
2487,105000,423.3,8,250.99,74.5,30.00,311.67,10000,9500,60,12000
2488,100000,645.1,5,250.99,74.5,30.00,247.03,10000,9500,60,12000
2489,100000,537.6,6,250.99,74.5,30.00,222.80,10000,9500,60,12000
2490,105000,423.3,8,250.99,74.5,30.00,241.45,10000,9500,60,12000
2491,105000,376.3,9,250.99,74.5,30.00,224.75,10000,9500,60,12000
2492,70000,250.8,9,250.99,74.5,20.00,166.59,10000,6300,40,10000
2493,105000,376.3,9,250.99,74.5,30.00,145.12,10000,9500,60,12000
2494,100000,403.2,8,250.99,74.5,30.00,148.64,10000,9500,60,12000
2495,105000,376.3,9,250.99,74.5,30.00,137.36,10000,9500,60,12000
2496,100000,358.4,9,250.99,74.5,30.00,145.50,10000,9500,60,12000
2497,100000,322.5,10,250.99,74.5,30.00,175.86,10000,9500,60,12000
2498,70000,225.8,10,250.99,74.5,20.00,209.69,10000,6300,40,10000
2499,105000,338.7,10,250.99,74.5,30.00,227.71,10000,9500,60,12000
2500,100000,403.2,8,250.99,74.5,30.00,243.13,10000,9500,60,12000
2501,70000,282.2,8,250.99,74.5,20.00,233.00,10000,6300,40,10000
2502,105000,423.3,8,250.99,74.5,30.00,226.28,10000,9500,60,12000
2503,100000,322.5,10,250.99,74.5,30.00,233.28,10000,9500,60,12000
2504,100000,322.5,10,250.99,74.5,30.00,228.97,10000,9500,60,12000
2505,100000,322.5,10,250.99,74.5,30.00,228.16,10000,9500,60,12000
2506,100000,322.5,10,250.99,74.5,30.00,220.84,10000,9500,60,12000
2507,100000,322.5,10,250.99,74.5,30.00,222.51,10000,9500,60,12000
2508,105000,423.3,8,250.99,74.5,30.00,230.01,10000,9500,60,12000
2509,100000,645.1,5,250.99,74.5,30.00,241.40,10000,9500,60,12000
2510,100000,537.6,6,250.99,74.5,30.00,281.06,10000,9500,60,12000
2511,105000,423.3,8,250.99,74.5,30.00,277.12,10000,9500,60,12000
2512,70000,250.8,9,250.99,74.5,20.00,269.55,10000,6300,40,10000
2513,105000,376.3,9,250.99,74.5,30.00,264.76,10000,9500,60,12000
2514,100000,358.4,9,250.99,74.5,30.00,259.28,10000,9500,60,12000
2515,105000,423.3,8,250.99,74.5,30.00,252.12,10000,9500,60,12000
2516,100000,358.4,9,250.99,74.5,30.00,244.30,10000,9500,60,12000
2517,105000,376.3,9,250.99,74.5,30.00,249.77,10000,9500,60,12000
2518,100000,322.5,10,250.99,74.5,30.00,230.11,10000,9500,60,12000
2519,70000,225.8,10,250.99,74.5,20.00,211.38,10000,6300,40,10000
2520,100000,322.5,10,250.99,74.5,30.00,183.73,10000,9500,60,12000
2521,105000,423.3,8,250.99,74.5,30.00,168.07,10000,9500,60,12000
2522,100000,403.2,8,250.99,74.5,30.00,167.72,10000,9500,60,12000
2523,105000,423.3,8,250.99,74.5,30.00,223.83,10000,9500,60,12000
2524,100000,322.5,10,250.99,74.5,30.00,232.45,10000,9500,60,12000
2525,70000,225.8,10,250.99,74.5,20.00,236.88,10000,6300,40,10000
2526,105000,338.7,10,250.99,74.5,30.00,261.20,10000,9500,60,12000
2527,105000,338.7,10,250.99,74.5,30.00,268.15,10000,9500,60,12000
2528,100000,322.5,10,250.99,74.5,30.00,268.26,10000,9500,60,12000
2529,100000,403.2,8,250.99,74.5,30.00,278.74,10000,9500,60,12000
2530,105000,677.4,5,250.99,74.5,30.00,254.12,10000,9500,60,12000
2531,105000,564.5,6,250.99,74.5,30.00,227.11,10000,9500,60,12000
2532,105000,423.3,8,250.99,74.5,30.00,221.54,10000,9500,60,12000
2533,105000,376.3,9,250.99,74.5,30.00,203.73,10000,9500,60,12000
2534,100000,358.4,9,250.99,74.5,30.00,223.43,10000,9500,60,12000
2535,100000,358.4,9,250.99,74.5,30.00,241.17,10000,9500,60,12000
2536,105000,423.3,8,250.99,74.5,30.00,267.46,10000,9500,60,12000
2537,100000,358.4,9,250.99,74.5,30.00,276.47,10000,9500,60,12000
2538,100000,358.4,9,250.99,74.5,30.00,267.17,10000,9500,60,12000
2539,70000,225.8,10,250.99,74.5,20.00,254.95,10000,6300,40,10000
2540,105000,338.7,10,250.99,74.5,30.00,249.06,10000,9500,60,12000
2541,105000,338.7,10,250.99,74.5,30.00,293.47,10000,9500,60,12000
2542,105000,423.3,8,250.99,74.5,30.00,289.76,10000,9500,60,12000
2543,105000,423.3,8,250.99,74.5,30.00,279.31,10000,9500,60,12000
2544,100000,403.2,8,250.99,74.5,30.00,257.78,10000,9500,60,12000
2545,105000,338.7,10,250.99,74.5,30.00,240.30,10000,9500,60,12000
2546,100000,322.5,10,250.99,74.5,30.00,242.60,10000,9500,60,12000
2547,105000,338.7,10,250.99,74.5,30.00,248.13,10000,9500,60,12000
2548,70000,225.8,10,250.99,74.5,20.00,253.00,10000,6300,40,10000
2549,105000,338.7,10,250.99,74.5,30.00,256.85,10000,9500,60,12000
2550,100000,403.2,8,250.99,74.5,30.00,262.07,10000,9500,60,12000
2551,105000,677.4,5,250.99,74.5,30.00,290.24,10000,9500,60,12000
2552,105000,564.5,6,250.99,74.5,30.00,316.19,10000,9500,60,12000
2553,100000,403.2,8,250.99,74.5,30.00,304.61,10000,9500,60,12000
2554,105000,376.3,9,250.99,74.5,30.00,278.60,10000,9500,60,12000
2555,70000,250.8,9,250.99,74.5,20.00,288.76,10000,6300,40,10000
2556,105000,376.3,9,250.99,74.5,30.00,290.83,10000,9500,60,12000
2557,105000,423.3,8,250.99,74.5,30.00,308.85,10000,9500,60,12000
2558,100000,358.4,9,250.99,74.5,30.00,322.06,10000,9500,60,12000
2559,105000,376.3,9,250.99,74.5,30.00,331.05,10000,9500,60,12000
2560,105000,338.7,10,250.99,74.5,30.00,312.92,10000,9500,60,12000
2561,70000,225.8,10,250.99,74.5,20.00,312.27,10000,6300,40,10000
2562,100000,322.5,10,250.99,74.5,30.00,314.09,10000,9500,60,12000
2563,100000,403.2,8,250.99,74.5,30.00,318.11,10000,9500,60,12000
2564,100000,403.2,8,250.99,74.5,30.00,288.29,10000,9500,60,12000
2565,105000,423.3,8,250.99,74.5,30.00,279.66,10000,9500,60,12000
2566,105000,338.7,10,250.99,74.5,30.00,292.83,10000,9500,60,12000
2567,105000,338.7,10,250.99,74.5,30.00,271.68,10000,9500,60,12000
2568,105000,338.7,10,250.99,74.5,30.00,293.44,10000,9500,60,12000
2569,70000,225.8,10,250.99,74.5,20.00,314.61,10000,6300,40,10000
2570,100000,322.5,10,250.99,74.5,30.00,320.63,10000,9500,60,12000
2571,100000,403.2,8,250.99,74.5,30.00,295.31,10000,9500,60,12000
2572,100000,645.1,5,250.99,74.5,30.00,275.17,10000,9500,60,12000
2573,100000,537.6,6,250.99,74.5,30.00,256.73,10000,9500,60,12000
2574,100000,403.2,8,250.99,74.5,30.00,249.83,10000,9500,60,12000
2575,105000,376.3,9,250.99,74.5,30.00,256.45,10000,9500,60,12000
2576,70000,250.8,9,250.99,74.5,20.00,250.17,10000,6300,40,10000
2577,100000,358.4,9,250.99,74.5,30.00,239.59,10000,9500,60,12000
2578,100000,403.2,8,250.99,74.5,30.00,260.60,10000,9500,60,12000
2579,105000,376.3,9,250.99,74.5,30.00,278.30,10000,9500,60,12000
2580,100000,358.4,9,250.99,74.5,30.00,292.96,10000,9500,60,12000
2581,105000,338.7,10,250.99,74.5,30.00,307.24,10000,9500,60,12000
2582,70000,225.8,10,250.99,74.5,20.00,318.02,10000,6300,40,10000
2583,105000,338.7,10,250.99,74.5,30.00,322.02,10000,9500,60,12000
2584,100000,403.2,8,250.99,74.5,30.00,320.98,10000,9500,60,12000
2585,105000,423.3,8,250.99,74.5,30.00,306.88,10000,9500,60,12000
2586,105000,423.3,8,250.99,74.5,30.00,307.94,10000,9500,60,12000
2587,105000,338.7,10,250.99,74.5,30.00,307.88,10000,9500,60,12000
2588,100000,322.5,10,250.99,74.5,30.00,301.88,10000,9500,60,12000
2589,70000,225.8,10,250.99,74.5,20.00,275.88,10000,6300,40,10000
2590,105000,338.7,10,250.99,74.5,30.00,260.20,10000,9500,60,12000
2591,100000,322.5,10,250.99,74.5,30.00,234.06,10000,9500,60,12000
2592,100000,403.2,8,250.99,74.5,30.00,242.33,10000,9500,60,12000
2593,100000,645.1,5,250.99,74.5,30.00,234.36,10000,9500,60,12000
2594,105000,564.5,6,250.99,74.5,30.00,231.24,10000,9500,60,12000
2595,105000,423.3,8,250.99,74.5,30.00,235.82,10000,9500,60,12000
2596,70000,250.8,9,250.99,74.5,20.00,252.36,10000,6300,40,10000
2597,100000,358.4,9,250.99,74.5,30.00,267.90,10000,9500,60,12000
2598,105000,376.3,9,250.99,74.5,30.00,287.56,10000,9500,60,12000
2599,100000,403.2,8,250.99,74.5,30.00,313.67,10000,9500,60,12000
2600,100000,358.4,9,250.99,74.5,30.00,319.04,10000,9500,60,12000
2601,105000,376.3,9,250.99,74.5,30.00,168.86,10000,9500,60,12000
2602,105000,338.7,10,250.99,74.5,30.00,147.98,10000,9500,60,12000
2603,105000,338.7,10,250.99,74.5,30.00,132.00,10000,9500,60,12000
2604,100000,322.5,10,250.99,74.5,30.00,136.31,10000,9500,60,12000
2605,70000,282.2,8,250.99,74.5,20.00,148.06,10000,6300,40,10000
2606,105000,423.3,8,250.99,74.5,30.00,151.82,10000,9500,60,12000
2607,105000,423.3,8,250.99,74.5,30.00,154.21,10000,9500,60,12000
2608,105000,338.7,10,250.99,74.5,30.00,189.13,10000,9500,60,12000
2609,100000,322.5,10,250.99,74.5,30.00,206.63,10000,9500,60,12000
2610,100000,322.5,10,250.99,74.5,30.00,152.76,10000,9500,60,12000
2611,70000,225.8,10,250.99,74.5,20.00,138.22,10000,6300,40,10000
2612,100000,322.5,10,250.99,74.5,30.00,123.15,10000,9500,60,12000
2613,100000,403.2,8,250.99,74.5,30.00,80.99,10000,9500,60,12000
2614,100000,645.1,5,250.99,74.5,30.00,63.66,10000,9500,60,12000
2615,100000,537.6,6,250.99,74.5,30.00,26.17,10000,9500,60,12000
2616,100000,403.2,8,250.99,74.5,30.00,58.94,10000,9500,60,12000
2617,70000,250.8,9,250.99,74.5,20.00,5.39,10000,6300,40,10000
2618,105000,376.3,9,250.99,74.5,30.00,31.83,10000,9500,60,12000
2619,100000,358.4,9,250.99,74.5,30.00,47.01,10000,9500,60,12000
2620,100000,403.2,8,250.99,74.5,30.00,64.85,10000,9500,60,12000
2621,105000,376.3,9,250.99,74.5,30.00,81.60,10000,9500,60,12000
2622,105000,376.3,9,250.99,74.5,30.00,97.49,10000,9500,60,12000
2623,100000,322.5,10,250.99,74.5,30.00,136.82,10000,9500,60,12000
2624,105000,338.7,10,250.99,74.5,30.00,144.59,10000,9500,60,12000
2625,100000,322.5,10,250.99,74.5,30.00,153.44,10000,9500,60,12000
2626,70000,282.2,8,250.99,74.5,20.00,109.66,10000,6300,40,10000
2627,100000,403.2,8,250.99,74.5,30.00,141.65,10000,9500,60,12000
2628,100000,403.2,8,250.99,74.5,30.00,167.49,10000,9500,60,12000
2629,105000,338.7,10,250.99,74.5,30.00,168.05,10000,9500,60,12000
2630,65000,209.6,10,250.99,74.5,20.00,174.52,10000,6300,40,10000
2631,65000,209.6,10,250.99,74.5,20.00,196.46,10000,6300,40,10000
2632,65000,209.6,10,250.99,74.5,20.00,230.18,10000,6300,40,10000
2633,65000,209.6,10,250.99,74.5,20.00,255.15,10000,6300,40,10000
2634,65000,262,8,250.99,74.5,20.00,272.46,10000,6300,40,10000
2635,65000,419.3,5,250.99,74.5,20.00,297.32,10000,6300,40,10000
2636,65000,349.4,6,250.99,74.5,20.00,309.87,10000,6300,40,10000
2637,65000,262,8,250.99,74.5,20.00,285.48,10000,6300,40,10000
2638,65000,232.9,9,250.99,74.5,20.00,264.02,10000,6300,40,10000
2639,65000,232.9,9,250.99,74.5,20.00,290.00,10000,6300,40,10000
2640,65000,232.9,9,250.99,74.5,20.00,302.69,10000,6300,40,10000
2641,65000,262,8,250.99,74.5,20.00,297.06,10000,6300,40,10000
2642,65000,232.9,9,250.99,74.5,20.00,290.82,10000,6300,40,10000
2643,65000,232.9,9,250.99,74.5,20.00,301.08,10000,6300,40,10000
2644,65000,209.6,10,250.99,74.5,20.00,277.26,10000,6300,40,10000
2645,65000,209.6,10,250.99,74.5,20.00,277.22,10000,6300,40,10000
2646,65000,209.6,10,250.99,74.5,20.00,271.11,10000,6300,40,10000
2647,65000,262,8,250.99,74.5,20.00,276.74,10000,6300,40,10000
2648,65000,262,8,250.99,74.5,20.00,281.63,10000,6300,40,10000
2649,65000,262,8,250.99,74.5,20.00,289.35,10000,6300,40,10000
2650,65000,209.6,10,250.99,74.5,20.00,290.00,10000,6300,40,10000
2651,65000,209.6,10,250.99,74.5,20.00,269.76,10000,6300,40,10000
2652,65000,209.6,10,250.99,74.5,20.00,271.97,10000,6300,40,10000
2653,65000,209.6,10,250.99,74.5,20.00,292.03,10000,6300,40,10000
2654,65000,209.6,10,250.99,74.5,20.00,295.06,10000,6300,40,10000
2655,65000,262,8,250.99,74.5,20.00,279.90,10000,6300,40,10000
2656,65000,419.3,5,250.99,74.5,20.00,308.06,10000,6300,40,10000
2657,65000,349.4,6,250.99,74.5,20.00,297.11,10000,6300,40,10000
2658,65000,262,8,250.99,74.5,20.00,261.28,10000,6300,40,10000
2659,65000,232.9,9,250.99,74.5,20.00,253.57,10000,6300,40,10000
2660,65000,232.9,9,250.99,74.5,20.00,202.20,10000,6300,40,10000
2661,65000,349.4,6,250.99,74.5,20.00,209.29,10000,6300,40,10000
2662,65000,209.6,10,250.99,74.5,20.00,253.33,10000,6300,40,10000
2663,65000,209.6,10,250.99,74.5,20.00,247.52,10000,6300,40,10000
2664,65000,262,8,250.99,74.5,20.00,244.81,10000,6300,40,10000
2665,65000,209.6,10,250.99,74.5,20.00,226.57,10000,6300,40,10000
2666,65000,419.3,5,250.99,74.5,20.00,238.03,10000,6300,40,10000
2667,65000,209.6,10,250.99,74.5,20.00,236.48,10000,6300,40,10000
2668,65000,209.6,10,250.99,74.5,20.00,230.98,10000,6300,40,10000
2669,65000,209.6,10,250.99,74.5,20.00,268.03,10000,6300,40,10000
2670,65000,209.6,10,250.99,74.5,20.00,260.91,10000,6300,40,10000
2671,65000,262,8,250.99,74.5,20.00,250.49,10000,6300,40,10000
2672,65000,209.6,10,250.99,74.5,20.00,175.82,10000,6300,40,10000
2673,65000,209.6,10,250.99,74.5,20.00,164.91,10000,6300,40,10000
2674,65000,419.3,5,250.99,74.5,20.00,160.46,10000,6300,40,10000
2675,65000,262,8,250.99,74.5,20.00,160.65,10000,6300,40,10000
2676,65000,209.6,10,250.99,74.5,20.00,163.59,10000,6300,40,10000
2677,65000,262,8,250.99,74.5,20.00,171.57,10000,6300,40,10000
2678,65000,209.6,10,250.99,74.5,20.00,205.45,10000,6300,40,10000
2679,65000,419.3,5,250.99,74.5,20.00,189.28,10000,6300,40,10000
2680,65000,262,8,250.99,74.5,20.00,179.94,10000,6300,40,10000
2681,65000,209.6,10,250.99,74.5,20.00,161.30,10000,6300,40,10000
2682,65000,262,8,250.99,74.5,20.00,152.07,10000,6300,40,10000
2683,65000,209.6,10,250.99,74.5,20.00,135.72,10000,6300,40,10000
2684,65000,262,8,250.99,74.5,20.00,112.07,10000,6300,40,10000
2685,65000,262,8,250.99,74.5,20.00,133.20,10000,6300,40,10000
2686,65000,209.6,10,250.99,74.5,20.00,130.68,10000,6300,40,10000
2687,65000,209.6,10,250.99,74.5,20.00,143.01,10000,6300,40,10000
2688,65000,209.6,10,250.99,74.5,20.00,135.07,10000,6300,40,10000
2689,65000,209.6,10,250.99,74.5,20.00,112.64,10000,6300,40,10000
2690,65000,419.3,5,250.99,74.5,20.00,115.69,10000,6300,40,10000
2691,65000,262,8,250.99,74.5,20.00,116.61,10000,6300,40,10000
2692,65000,262,8,250.99,74.5,20.00,102.46,10000,6300,40,10000
2693,65000,209.6,10,250.99,74.5,20.00,102.39,10000,6300,40,10000
2694,65000,209.6,10,250.99,74.5,20.00,107.04,10000,6300,40,10000
2695,65000,209.6,10,250.99,74.5,20.00,111.88,10000,6300,40,10000
2696,100000,403.2,8,250.99,74.5,30.00,122.38,10000,9500,60,12000
2697,105000,338.7,10,250.99,74.5,30.00,142.05,10000,9500,60,12000
2698,100000,403.2,8,250.99,74.5,30.00,154.31,10000,9500,60,12000
2699,105000,338.7,10,250.99,74.5,30.00,177.19,10000,9500,60,12000
2700,70000,451.6,5,250.99,74.5,20.00,174.54,10000,6300,40,10000
2701,100000,403.2,8,250.99,74.5,30.00,166.72,10000,9500,60,12000
2702,100000,403.2,8,250.99,74.5,30.00,159.15,10000,9500,60,12000
2703,100000,403.2,8,250.99,74.5,30.00,137.89,10000,9500,60,12000
2704,40000,645.1,2,250.99,74.5,10.00,159.30,6000,4100,20,8000
2705,40000,645.1,2,250.99,74.5,10.00,147.30,6000,4100,20,8000
2706,100000,403.2,8,250.99,74.5,30.00,117.15,10000,9500,60,12000
2707,100000,403.2,8,250.99,74.5,30.00,97.59,10000,9500,60,12000
2708,90000,2903.2,1,250.99,74.5,30.00,102.96,12000,8200,50,10000
2709,105000,338.7,10,250.99,74.5,30.00,122.02,10000,9500,60,12000
2710,105000,338.7,10,250.99,74.5,30.00,111.88,10000,9500,60,12000
2711,70000,451.6,5,250.99,74.5,20.00,80.06,10000,6300,40,10000
2712,105000,338.7,10,250.99,74.5,30.00,68.12,10000,9500,60,12000
2713,100000,403.2,8,250.99,74.5,30.00,61.91,10000,9500,60,12000
2714,100000,403.2,8,250.99,74.5,30.00,52.92,10000,9500,60,12000
2715,100000,403.2,8,250.99,74.5,30.00,70.01,10000,9500,60,12000
2716,105000,338.7,10,250.99,74.5,30.00,96.01,10000,9500,60,12000
2717,100000,403.2,8,250.99,74.5,30.00,113.72,10000,9500,60,12000
2718,100000,403.2,8,250.99,74.5,30.00,110.68,10000,9500,60,12000
2719,105000,338.7,10,250.99,74.5,30.00,122.56,10000,9500,60,12000
2720,105000,338.7,10,250.99,74.5,30.00,129.25,10000,9500,60,12000
2721,70000,451.6,5,250.99,74.5,20.00,145.03,10000,6300,40,10000
2722,105000,338.7,10,250.99,74.5,30.00,130.18,10000,9500,60,12000
2723,105000,338.7,10,250.99,74.5,30.00,129.62,10000,9500,60,12000
2724,100000,403.2,8,250.99,74.5,30.00,130.18,10000,9500,60,12000
2725,105000,338.7,10,250.99,74.5,30.00,132.61,10000,9500,60,12000
2726,105000,338.7,10,250.99,74.5,30.00,135.83,10000,9500,60,12000
2727,105000,338.7,10,250.99,74.5,30.00,95.67,10000,9500,60,12000
2728,100000,403.2,8,250.99,74.5,30.00,102.22,10000,9500,60,12000
2729,100000,403.2,8,250.99,74.5,30.00,45.54,10000,9500,60,12000
2730,105000,338.7,10,250.99,74.5,30.00,30.02,10000,9500,60,12000
2731,100000,403.2,8,250.99,74.5,30.00,33.02,10000,9500,60,12000
2732,105000,338.7,10,250.99,74.5,30.00,57.07,10000,9500,60,12000
2733,105000,338.7,10,250.99,74.5,30.00,70.83,10000,9500,60,12000
2734,70000,451.6,5,250.99,74.5,20.00,89.56,10000,6300,40,10000
2735,105000,338.7,10,250.99,74.5,30.00,102.36,10000,9500,60,12000
2736,100000,403.2,8,250.99,74.5,30.00,113.51,10000,9500,60,12000
2737,100000,403.2,8,250.99,74.5,30.00,131.22,10000,9500,60,12000
2738,105000,338.7,10,250.99,74.5,30.00,134.21,10000,9500,60,12000
2739,105000,338.7,10,250.99,74.5,30.00,137.06,10000,9500,60,12000
2740,70000,451.6,5,250.99,74.5,20.00,145.42,10000,6300,40,10000
2741,100000,403.2,8,250.99,74.5,30.00,155.08,10000,9500,60,12000
2742,70000,451.6,5,250.99,74.5,20.00,167.04,10000,6300,40,10000
2743,100000,403.2,8,250.99,74.5,30.00,173.77,10000,9500,60,12000
2744,105000,338.7,10,250.99,74.5,30.00,166.21,10000,9500,60,12000
2745,100000,403.2,8,250.99,74.5,30.00,179.55,10000,9500,60,12000
2746,105000,338.7,10,250.99,74.5,30.00,180.02,10000,9500,60,12000
2747,105000,338.7,10,250.99,74.5,30.00,156.42,10000,9500,60,12000
2748,105000,338.7,10,250.99,74.5,30.00,183.13,10000,9500,60,12000
2749,100000,403.2,8,250.99,74.5,30.00,160.38,10000,9500,60,12000
2750,105000,338.7,10,250.99,74.5,30.00,143.01,10000,9500,60,12000
2751,105000,338.7,10,250.99,74.5,30.00,148.79,10000,9500,60,12000
2752,100000,403.2,8,250.99,74.5,30.00,60.15,10000,9500,60,12000
2753,70000,451.6,5,250.99,74.5,20.00,101.83,10000,6300,40,10000
2754,70000,451.6,5,250.99,74.5,20.00,108.91,10000,6300,40,10000
2755,100000,403.2,8,250.99,74.5,30.00,116.71,10000,9500,60,12000
2756,105000,338.7,10,250.99,74.5,30.00,104.62,10000,9500,60,12000
2757,105000,338.7,10,250.99,74.5,30.00,86.05,10000,9500,60,12000
2758,105000,338.7,10,250.99,74.5,30.00,64.54,10000,9500,60,12000
2759,100000,403.2,8,250.99,74.5,30.00,48.88,10000,9500,60,12000
2760,100000,403.2,8,250.99,74.5,30.00,36.12,10000,9500,60,12000
2761,70000,451.6,5,250.99,74.5,20.00,66.73,10000,6300,40,10000
2762,105000,338.7,10,250.99,74.5,30.00,51.04,10000,9500,60,12000
2763,105000,338.7,10,250.99,74.5,30.00,46.53,10000,9500,60,12000
2764,100000,403.2,8,250.99,74.5,30.00,21.59,10000,9500,60,12000
2765,105000,338.7,10,250.99,74.5,30.00,33.84,10000,9500,60,12000
2766,105000,338.7,10,250.99,74.5,30.00,23.54,10000,9500,60,12000
2767,105000,338.7,10,250.99,74.5,30.00,5.83,10000,9500,60,12000
2768,70000,451.6,5,250.99,74.5,20.00,20.12,10000,6300,40,10000
2769,105000,338.7,10,250.99,74.5,30.00,43.68,10000,9500,60,12000
2770,100000,403.2,8,250.99,74.5,30.00,65.80,10000,9500,60,12000
2771,100000,403.2,8,250.99,74.5,30.00,52.33,10000,9500,60,12000
2772,105000,338.7,10,250.99,74.5,30.00,33.53,10000,9500,60,12000
2773,105000,338.7,10,250.99,74.5,30.00,16.55,10000,9500,60,12000
2774,105000,338.7,10,250.99,74.5,30.00,39.05,10000,9500,60,12000
2775,70000,451.6,5,250.99,74.5,20.00,52.24,10000,6300,40,10000
2776,100000,403.2,8,250.99,74.5,30.00,32.28,10000,9500,60,12000
2777,105000,338.7,10,250.99,74.5,30.00,16.64,10000,9500,60,12000
2778,100000,403.2,8,250.99,74.5,30.00,12.00,10000,9500,60,12000
2779,100000,403.2,8,250.99,74.5,30.00,30.89,10000,9500,60,12000
2780,100000,403.2,8,250.99,74.5,30.00,58.00,10000,9500,60,12000
