ID,Household Income,Household wealth score,Household size,Rainfall for the month,Average temperature for the month,Travel time,Shortest distance,Amount spent on water in a month,Volume of water consumed in a month in liters,Volume of water consumed in lpcd,Willingness to pay
9280,105000,677.4,5,250.99,74.5,30.00,190.44,10000,9500,60,12000
9281,105000,677.4,5,250.99,74.5,30.00,213.32,10000,9500,60,12000
9282,105000,564.5,6,250.99,74.5,30.00,217.45,10000,9500,60,12000
9283,105000,564.5,6,250.99,74.5,30.00,208.81,10000,9500,60,12000
9284,105000,677.4,5,250.99,74.5,30.00,213.85,10000,9500,60,12000
9285,105000,564.5,6,250.99,74.5,30.00,207.89,10000,9500,60,12000
9286,105000,677.4,5,250.99,74.5,30.00,223.91,10000,9500,60,12000
9287,105000,677.4,5,250.99,74.5,30.00,215.57,10000,9500,60,12000
9288,105000,564.5,6,250.99,74.5,30.00,218.08,10000,9500,60,12000
9289,105000,677.4,5,250.99,74.5,30.00,210.77,10000,9500,60,12000
9290,105000,564.5,6,250.99,74.5,30.00,200.08,10000,9500,60,12000
9291,105000,677.4,5,250.99,74.5,30.00,187.54,10000,9500,60,12000
9292,105000,677.4,5,250.99,74.5,30.00,183.79,10000,9500,60,12000
9293,105000,564.5,6,250.99,74.5,30.00,179.14,10000,9500,60,12000
9294,105000,564.5,6,250.99,74.5,30.00,215.39,10000,9500,60,12000
9295,105000,677.4,5,250.99,74.5,30.00,208.02,10000,9500,60,12000
9296,105000,564.5,6,250.99,74.5,30.00,209.06,10000,9500,60,12000
9297,105000,677.4,5,250.99,74.5,30.00,204.71,10000,9500,60,12000
9298,105000,677.4,5,250.99,74.5,30.00,211.73,10000,9500,60,12000
9299,105000,564.5,6,250.99,74.5,30.00,221.82,10000,9500,60,12000
9300,105000,677.4,5,250.99,74.5,30.00,224.18,10000,9500,60,12000
9301,105000,677.4,5,250.99,74.5,30.00,224.51,10000,9500,60,12000
9302,105000,677.4,5,250.99,74.5,30.00,212.76,10000,9500,60,12000
9303,105000,564.5,6,250.99,74.5,30.00,203.19,10000,9500,60,12000
9304,105000,564.5,6,250.99,74.5,30.00,199.70,10000,9500,60,12000
9305,105000,677.4,5,250.99,74.5,30.00,194.82,10000,9500,60,12000
9306,105000,564.5,6,250.99,74.5,30.00,191.61,10000,9500,60,12000
9307,105000,677.4,5,250.99,74.5,30.00,190.16,10000,9500,60,12000
9308,105000,677.4,5,250.99,74.5,30.00,175.35,10000,9500,60,12000
9309,105000,564.5,6,250.99,74.5,30.00,169.85,10000,9500,60,12000
9310,105000,677.4,5,250.99,74.5,30.00,164.01,10000,9500,60,12000
9311,105000,564.5,6,250.99,74.5,30.00,157.01,10000,9500,60,12000
9312,105000,677.4,5,250.99,74.5,30.00,166.40,10000,9500,60,12000
9313,105000,677.4,5,250.99,74.5,30.00,160.01,10000,9500,60,12000
9314,105000,564.5,6,250.99,74.5,30.00,156.11,10000,9500,60,12000
9315,105000,564.5,6,250.99,74.5,30.00,149.28,10000,9500,60,12000
9316,105000,677.4,5,250.99,74.5,30.00,142.62,10000,9500,60,12000
9317,105000,564.5,6,250.99,74.5,30.00,143.89,10000,9500,60,12000
9318,105000,677.4,5,250.99,74.5,30.00,154.69,10000,9500,60,12000
9319,105000,677.4,5,250.99,74.5,30.00,165.20,10000,9500,60,12000
9320,105000,564.5,6,250.99,74.5,30.00,174.77,10000,9500,60,12000
9321,105000,677.4,5,250.99,74.5,30.00,172.80,10000,9500,60,12000
9322,105000,677.4,5,250.99,74.5,30.00,169.17,10000,9500,60,12000
9323,105000,677.4,5,250.99,74.5,30.00,163.36,10000,9500,60,12000
9324,105000,564.5,6,250.99,74.5,30.00,168.40,10000,9500,60,12000
9325,105000,564.5,6,250.99,74.5,30.00,158.43,10000,9500,60,12000
9326,105000,677.4,5,250.99,74.5,30.00,161.14,10000,9500,60,12000
9327,105000,564.5,6,250.99,74.5,30.00,157.06,10000,9500,60,12000
9328,105000,677.4,5,250.99,74.5,30.00,154.78,10000,9500,60,12000
9329,105000,677.4,5,250.99,74.5,30.00,152.74,10000,9500,60,12000
9330,105000,564.5,6,250.99,74.5,30.00,146.37,10000,9500,60,12000
9331,105000,677.4,5,250.99,74.5,30.00,133.65,10000,9500,60,12000
9332,105000,564.5,6,250.99,74.5,30.00,139.05,10000,9500,60,12000
9333,105000,677.4,5,250.99,74.5,30.00,139.81,10000,9500,60,12000
9334,105000,677.4,5,250.99,74.5,30.00,127.80,10000,9500,60,12000
9335,105000,564.5,6,250.99,74.5,30.00,121.02,10000,9500,60,12000
9336,105000,564.5,6,250.99,74.5,30.00,135.99,10000,9500,60,12000
9337,105000,677.4,5,250.99,74.5,30.00,116.62,10000,9500,60,12000
9338,105000,564.5,6,250.99,74.5,30.00,109.79,10000,9500,60,12000
9339,105000,677.4,5,250.99,74.5,30.00,101.24,10000,9500,60,12000
9340,105000,677.4,5,250.99,74.5,30.00,92.59,10000,9500,60,12000
9341,105000,564.5,6,250.99,74.5,30.00,88.48,10000,9500,60,12000
9342,105000,677.4,5,250.99,74.5,30.00,86.45,10000,9500,60,12000
9343,105000,677.4,5,250.99,74.5,30.00,76.22,10000,9500,60,12000
9344,105000,677.4,5,250.99,74.5,30.00,68.01,10000,9500,60,12000
9345,105000,564.5,6,250.99,74.5,30.00,64.85,10000,9500,60,12000
9346,105000,564.5,6,250.99,74.5,30.00,68.45,10000,9500,60,12000
9347,105000,677.4,5,250.99,74.5,30.00,77.37,10000,9500,60,12000
9348,105000,564.5,6,250.99,74.5,30.00,73.76,10000,9500,60,12000
9349,105000,677.4,5,250.99,74.5,30.00,76.53,10000,9500,60,12000
9350,105000,677.4,5,250.99,74.5,30.00,71.06,10000,9500,60,12000
9351,105000,564.5,6,250.99,74.5,30.00,86.37,10000,9500,60,12000
9352,105000,677.4,5,250.99,74.5,30.00,89.00,10000,9500,60,12000
9353,105000,564.5,6,250.99,74.5,30.00,95.02,10000,9500,60,12000
9354,105000,677.4,5,250.99,74.5,30.00,85.87,10000,9500,60,12000
9355,105000,677.4,5,250.99,74.5,30.00,91.76,10000,9500,60,12000
9356,105000,564.5,6,250.99,74.5,30.00,97.69,10000,9500,60,12000
9357,105000,564.5,6,250.99,74.5,30.00,107.87,10000,9500,60,12000
9358,105000,677.4,5,250.99,74.5,30.00,111.02,10000,9500,60,12000
9359,105000,564.5,6,250.99,74.5,30.00,114.49,10000,9500,60,12000
9360,105000,677.4,5,250.99,74.5,30.00,103.75,10000,9500,60,12000
9361,105000,677.4,5,250.99,74.5,30.00,108.78,10000,9500,60,12000
9362,105000,564.5,6,250.99,74.5,30.00,112.92,10000,9500,60,12000
9363,105000,677.4,5,250.99,74.5,30.00,112.27,10000,9500,60,12000
9364,105000,677.4,5,250.99,74.5,30.00,116.28,10000,9500,60,12000
9365,105000,677.4,5,250.99,74.5,30.00,60.37,10000,9500,60,12000
9366,105000,564.5,6,250.99,74.5,30.00,129.85,10000,9500,60,12000
9367,105000,564.5,6,250.99,74.5,30.00,134.24,10000,9500,60,12000
9368,105000,677.4,5,250.99,74.5,30.00,131.73,10000,9500,60,12000
9369,105000,564.5,6,250.99,74.5,30.00,143.03,10000,9500,60,12000
9370,105000,677.4,5,250.99,74.5,30.00,159.45,10000,9500,60,12000
9371,105000,677.4,5,250.99,74.5,30.00,154.54,10000,9500,60,12000
9372,105000,564.5,6,250.99,74.5,30.00,147.05,10000,9500,60,12000
9373,105000,677.4,5,250.99,74.5,30.00,141.40,10000,9500,60,12000
9374,105000,564.5,6,250.99,74.5,30.00,142.80,10000,9500,60,12000
9375,105000,677.4,5,250.99,74.5,30.00,128.81,10000,9500,60,12000
9376,105000,677.4,5,250.99,74.5,30.00,116.83,10000,9500,60,12000
9377,105000,564.5,6,250.99,74.5,30.00,102.53,10000,9500,60,12000
9378,105000,564.5,6,250.99,74.5,30.00,97.01,10000,9500,60,12000
9379,105000,677.4,5,250.99,74.5,30.00,86.02,10000,9500,60,12000
9380,105000,564.5,6,250.99,74.5,30.00,101.55,10000,9500,60,12000
9381,105000,677.4,5,250.99,74.5,30.00,95.75,10000,9500,60,12000
9382,105000,677.4,5,250.99,74.5,30.00,139.09,10000,9500,60,12000
9383,105000,564.5,6,250.99,74.5,30.00,134.41,10000,9500,60,12000
9384,105000,677.4,5,250.99,74.5,30.00,131.47,10000,9500,60,12000
9385,105000,677.4,5,250.99,74.5,30.00,121.15,10000,9500,60,12000
9386,105000,677.4,5,250.99,74.5,30.00,112.95,10000,9500,60,12000
9387,105000,564.5,6,250.99,74.5,30.00,104.65,10000,9500,60,12000
9388,105000,564.5,6,250.99,74.5,30.00,108.56,10000,9500,60,12000
9389,105000,677.4,5,250.99,74.5,30.00,93.92,10000,9500,60,12000
9390,105000,564.5,6,250.99,74.5,30.00,84.12,10000,9500,60,12000
9391,105000,677.4,5,250.99,74.5,30.00,76.90,10000,9500,60,12000
9392,105000,677.4,5,250.99,74.5,30.00,65.79,10000,9500,60,12000
9393,105000,564.5,6,250.99,74.5,30.00,53.49,10000,9500,60,12000
9394,105000,677.4,5,250.99,74.5,30.00,51.31,10000,9500,60,12000
9395,105000,564.5,6,250.99,74.5,30.00,55.32,10000,9500,60,12000
9396,105000,677.4,5,250.99,74.5,30.00,57.63,10000,9500,60,12000
9397,105000,677.4,5,250.99,74.5,30.00,67.18,10000,9500,60,12000
9398,105000,564.5,6,250.99,74.5,30.00,45.34,10000,9500,60,12000
9399,105000,564.5,6,250.99,74.5,30.00,45.65,10000,9500,60,12000
9400,105000,677.4,5,250.99,74.5,30.00,41.79,10000,9500,60,12000
9401,105000,564.5,6,250.99,74.5,30.00,32.76,10000,9500,60,12000
9402,105000,677.4,5,250.99,74.5,30.00,27.66,10000,9500,60,12000
9403,105000,677.4,5,250.99,74.5,30.00,19.72,10000,9500,60,12000
9404,105000,564.5,6,250.99,74.5,30.00,21.10,10000,9500,60,12000
9405,105000,677.4,5,250.99,74.5,30.00,14.14,10000,9500,60,12000
9406,105000,677.4,5,250.99,74.5,30.00,6.08,10000,9500,60,12000
9407,105000,677.4,5,250.99,74.5,30.00,7.07,10000,9500,60,12000
9408,105000,564.5,6,250.99,74.5,30.00,12.21,10000,9500,60,12000
9409,105000,564.5,6,250.99,74.5,30.00,13.15,10000,9500,60,12000
9410,105000,677.4,5,250.99,74.5,30.00,16.16,10000,9500,60,12000
9411,105000,564.5,6,250.99,74.5,30.00,21.40,10000,9500,60,12000
9412,105000,677.4,5,250.99,74.5,30.00,19.42,10000,9500,60,12000
9413,105000,677.4,5,250.99,74.5,30.00,23.77,10000,9500,60,12000
9414,105000,564.5,6,250.99,74.5,30.00,25.00,10000,9500,60,12000
9415,105000,677.4,5,250.99,74.5,30.00,23.85,10000,9500,60,12000
9416,105000,564.5,6,250.99,74.5,30.00,137.71,10000,9500,60,12000
9417,105000,677.4,5,250.99,74.5,30.00,122.41,10000,9500,60,12000
9418,105000,677.4,5,250.99,74.5,30.00,122.41,10000,9500,60,12000
9419,105000,564.5,6,250.99,74.5,30.00,107.47,10000,9500,60,12000
9420,105000,564.5,6,250.99,74.5,30.00,129.14,10000,9500,60,12000
9421,105000,677.4,5,250.99,74.5,30.00,141.42,10000,9500,60,12000
9422,105000,564.5,6,250.99,74.5,30.00,138.70,10000,9500,60,12000
9423,105000,677.4,5,250.99,74.5,30.00,147.01,10000,9500,60,12000
9424,105000,677.4,5,250.99,74.5,30.00,131.19,10000,9500,60,12000
9425,105000,564.5,6,250.99,74.5,30.00,124.33,10000,9500,60,12000
9426,105000,677.4,5,250.99,74.5,30.00,112.97,10000,9500,60,12000
9427,105000,677.4,5,250.99,74.5,30.00,109.07,10000,9500,60,12000
9428,105000,677.4,5,250.99,74.5,30.00,101.61,10000,9500,60,12000
9429,105000,564.5,6,250.99,74.5,30.00,78.26,10000,9500,60,12000
9430,105000,564.5,6,250.99,74.5,30.00,69.26,10000,9500,60,12000
9431,40000,258,5,250.99,74.5,10.00,59.03,6000,4100,20,8000
9432,40000,215,6,250.99,74.5,10.00,51.01,6000,4100,20,8000
9433,40000,258,5,250.99,74.5,10.00,44.05,6000,4100,20,8000
9434,50000,322.5,5,250.99,74.5,10.00,30.07,6000,4100,20,8000
9435,70000,376.3,6,250.99,74.5,20.00,28.64,10000,6300,40,10000
9436,50000,322.5,5,250.99,74.5,10.00,20.62,6000,4100,20,8000
9437,84000,451.6,6,250.99,74.5,20.00,16.55,10000,6600,40,9000
9438,84000,451.6,6,250.99,74.5,20.00,44.42,10000,6600,40,9000
9439,84000,451.6,6,250.99,74.5,20.00,59.68,10000,6600,40,9000
9440,70000,376.3,6,250.99,74.5,20.00,93.19,10000,6300,40,10000
9441,84000,451.6,6,250.99,74.5,20.00,96.52,10000,6600,40,9000
9442,50000,322.5,5,250.99,74.5,10.00,101.00,6000,4100,20,8000
9443,50000,322.5,5,250.99,74.5,10.00,111.97,6000,4100,20,8000
9444,70000,376.3,6,250.99,74.5,20.00,125.00,10000,6300,40,10000
9445,70000,376.3,6,250.99,74.5,20.00,125.93,10000,6300,40,10000
9446,40000,258,5,250.99,74.5,10.00,116.97,6000,4100,20,8000
9447,40000,215,6,250.99,74.5,10.00,132.20,6000,4100,20,8000
9448,40000,258,5,250.99,74.5,10.00,146.54,6000,4100,20,8000
9449,50000,322.5,5,250.99,74.5,10.00,156.28,6000,4100,20,8000
9450,50000,322.5,5,250.99,74.5,10.00,159.10,6000,4100,20,8000
9451,70000,376.3,6,250.99,74.5,20.00,152.97,10000,6300,40,10000
9452,70000,376.3,6,250.99,74.5,20.00,154.46,10000,6300,40,10000
9453,40000,258,5,250.99,74.5,10.00,143.63,6000,4100,20,8000
9454,40000,215,6,250.99,74.5,10.00,131.53,6000,4100,20,8000
9455,40000,258,5,250.99,74.5,10.00,126.67,6000,4100,20,8000
9456,50000,322.5,5,250.99,74.5,10.00,121.61,6000,4100,20,8000
9457,70000,376.3,6,250.99,74.5,20.00,113.41,10000,6300,40,10000
9458,50000,322.5,5,250.99,74.5,10.00,122.35,6000,4100,20,8000
9459,50000,322.5,5,250.99,74.5,10.00,118.81,6000,4100,20,8000
9460,50000,322.5,5,250.99,74.5,10.00,124.53,6000,4100,20,8000
9461,70000,376.3,6,250.99,74.5,20.00,143.66,10000,6300,40,10000
9462,70000,376.3,6,250.99,74.5,20.00,140.01,10000,6300,40,10000
9463,40000,258,5,250.99,74.5,10.00,154.78,6000,4100,20,8000
9464,40000,215,6,250.99,74.5,10.00,153.18,6000,4100,20,8000
9465,40000,258,5,250.99,74.5,10.00,158.93,6000,4100,20,8000
9466,50000,322.5,5,250.99,74.5,10.00,154.78,6000,4100,20,8000
9467,70000,376.3,6,250.99,74.5,20.00,165.92,10000,6300,40,10000
9468,50000,322.5,5,250.99,74.5,10.00,162.25,6000,4100,20,8000
9469,50000,322.5,5,250.99,74.5,10.00,170.02,6000,4100,20,8000
9470,50000,322.5,5,250.99,74.5,10.00,167.34,6000,4100,20,8000
9471,70000,376.3,6,250.99,74.5,20.00,164.98,10000,6300,40,10000
9472,70000,376.3,6,250.99,74.5,20.00,159.51,10000,6300,40,10000
9473,40000,258,5,250.99,74.5,10.00,147.49,6000,4100,20,8000
9474,40000,215,6,250.99,74.5,10.00,146.21,6000,4100,20,8000
9475,40000,258,5,250.99,74.5,10.00,134.81,6000,4100,20,8000
9476,50000,322.5,5,250.99,74.5,10.00,137.44,6000,4100,20,8000
9477,70000,376.3,6,250.99,74.5,20.00,135.33,10000,6300,40,10000
9478,50000,322.5,5,250.99,74.5,10.00,123.17,6000,4100,20,8000
9479,84000,451.6,6,250.99,74.5,20.00,127.53,10000,6600,40,9000
9480,50000,322.5,5,250.99,74.5,10.00,132.52,6000,4100,20,8000
9481,50000,322.5,5,250.99,74.5,10.00,137.57,6000,4100,20,8000
9482,70000,376.3,6,250.99,74.5,20.00,151.82,10000,6300,40,10000
9483,70000,376.3,6,250.99,74.5,20.00,147.08,10000,6300,40,10000
9484,40000,258,5,250.99,74.5,10.00,157.58,6000,4100,20,8000
9485,40000,215,6,250.99,74.5,10.00,166.44,6000,4100,20,8000
9486,40000,258,5,250.99,74.5,10.00,173.28,6000,4100,20,8000
9487,50000,322.5,5,250.99,74.5,10.00,166.88,6000,4100,20,8000
9488,70000,376.3,6,250.99,74.5,20.00,161.06,10000,6300,40,10000
9489,50000,322.5,5,250.99,74.5,10.00,152.51,6000,4100,20,8000
9490,50000,322.5,5,250.99,74.5,10.00,144.59,6000,4100,20,8000
9491,50000,322.5,5,250.99,74.5,10.00,177.12,6000,4100,20,8000
9492,70000,376.3,6,250.99,74.5,20.00,179.51,10000,6300,40,10000
9493,70000,376.3,6,250.99,74.5,20.00,155.33,10000,6300,40,10000
9494,40000,258,5,250.99,74.5,10.00,149.58,6000,4100,20,8000
9495,40000,215,6,250.99,74.5,10.00,135.16,6000,4100,20,8000
9496,40000,258,5,250.99,74.5,10.00,121.83,6000,4100,20,8000
9497,50000,322.5,5,250.99,74.5,10.00,103.25,6000,4100,20,8000
9498,70000,376.3,6,250.99,74.5,20.00,105.42,10000,6300,40,10000
9499,50000,322.5,5,250.99,74.5,10.00,71.59,6000,4100,20,8000
9500,70000,376.3,6,250.99,74.5,20.00,79.40,10000,6300,40,10000
9501,50000,322.5,5,250.99,74.5,10.00,68.77,6000,4100,20,8000
9502,50000,322.5,5,250.99,74.5,10.00,63.41,6000,4100,20,8000
9503,70000,376.3,6,250.99,74.5,20.00,55.47,10000,6300,40,10000
9504,70000,376.3,6,250.99,74.5,20.00,46.10,10000,6300,40,10000
9505,40000,258,5,250.99,74.5,10.00,38.83,6000,4100,20,8000
9506,40000,215,6,250.99,74.5,10.00,31.76,6000,4100,20,8000
9507,40000,258,5,250.99,74.5,10.00,32.65,6000,4100,20,8000
9508,50000,322.5,5,250.99,74.5,10.00,42.52,6000,4100,20,8000
9509,70000,376.3,6,250.99,74.5,20.00,26.91,10000,6300,40,10000
9510,50000,322.5,5,250.99,74.5,10.00,26.00,6000,4100,20,8000
9511,50000,322.5,5,250.99,74.5,10.00,39.20,6000,4100,20,8000
9512,50000,322.5,5,250.99,74.5,10.00,57.22,6000,4100,20,8000
9513,70000,376.3,6,250.99,74.5,20.00,65.19,10000,6300,40,10000
9514,70000,376.3,6,250.99,74.5,20.00,84.10,10000,6300,40,10000
9515,40000,258,5,250.99,74.5,10.00,95.35,6000,4100,20,8000
9516,40000,215,6,250.99,74.5,10.00,112.93,6000,4100,20,8000
9517,40000,258,5,250.99,74.5,10.00,117.71,6000,4100,20,8000
9518,50000,322.5,5,250.99,74.5,10.00,124.33,6000,4100,20,8000
9519,70000,376.3,6,250.99,74.5,20.00,139.13,10000,6300,40,10000
9520,50000,322.5,5,250.99,74.5,10.00,139.17,6000,4100,20,8000
9521,70000,376.3,6,250.99,74.5,20.00,133.36,10000,6300,40,10000
9522,50000,322.5,5,250.99,74.5,10.00,126.24,6000,4100,20,8000
9523,50000,322.5,5,250.99,74.5,10.00,118.70,6000,4100,20,8000
9524,70000,376.3,6,250.99,74.5,20.00,114.53,10000,6300,40,10000
9525,70000,376.3,6,250.99,74.5,20.00,113.99,10000,6300,40,10000
9526,40000,258,5,250.99,74.5,10.00,141.87,6000,4100,20,8000
9527,40000,215,6,250.99,74.5,10.00,148.66,6000,4100,20,8000
9528,40000,258,5,250.99,74.5,10.00,178.68,6000,4100,20,8000
9529,50000,322.5,5,250.99,74.5,10.00,177.61,6000,4100,20,8000
9530,70000,376.3,6,250.99,74.5,20.00,165.08,10000,6300,40,10000
9531,50000,322.5,5,250.99,74.5,10.00,168.34,6000,4100,20,8000
9532,50000,322.5,5,250.99,74.5,10.00,150.37,6000,4100,20,8000
9533,50000,322.5,5,250.99,74.5,10.00,152.74,6000,4100,20,8000
9534,70000,376.3,6,250.99,74.5,20.00,148.76,10000,6300,40,10000
9535,70000,376.3,6,250.99,74.5,20.00,163.81,10000,6300,40,10000
9536,40000,258,5,250.99,74.5,10.00,156.59,6000,4100,20,8000
9537,40000,215,6,250.99,74.5,10.00,145.36,6000,4100,20,8000
9538,40000,258,5,250.99,74.5,10.00,137.20,6000,4100,20,8000
9539,50000,322.5,5,250.99,74.5,10.00,164.60,6000,4100,20,8000
9540,70000,376.3,6,250.99,74.5,20.00,151.60,10000,6300,40,10000
9541,50000,322.5,5,250.99,74.5,10.00,125.73,6000,4100,20,8000
9542,84000,451.6,6,250.99,74.5,20.00,125.72,10000,6600,40,9000
9543,50000,322.5,5,250.99,74.5,10.00,106.55,6000,4100,20,8000
9544,50000,322.5,5,250.99,74.5,10.00,95.19,6000,4100,20,8000
9545,70000,376.3,6,250.99,74.5,20.00,99.25,10000,6300,40,10000
9546,70000,376.3,6,250.99,74.5,20.00,118.87,10000,6300,40,10000
9547,40000,258,5,250.99,74.5,10.00,60.00,6000,4100,20,8000
9548,40000,215,6,250.99,74.5,10.00,128.28,6000,4100,20,8000
9549,40000,258,5,250.99,74.5,10.00,132.41,6000,4100,20,8000
9550,50000,322.5,5,250.99,74.5,10.00,139.18,6000,4100,20,8000
9551,70000,376.3,6,250.99,74.5,20.00,138.32,10000,6300,40,10000
9552,50000,322.5,5,250.99,74.5,10.00,132.00,6000,4100,20,8000
9553,50000,322.5,5,250.99,74.5,10.00,127.14,6000,4100,20,8000
9554,50000,322.5,5,250.99,74.5,10.00,122.20,6000,4100,20,8000
9555,70000,376.3,6,250.99,74.5,20.00,127.95,10000,6300,40,10000
9556,70000,376.3,6,250.99,74.5,20.00,119.44,10000,6300,40,10000
9557,40000,258,5,250.99,74.5,10.00,105.60,6000,4100,20,8000
9558,40000,215,6,250.99,74.5,10.00,82.86,6000,4100,20,8000
9559,40000,258,5,250.99,74.5,10.00,81.02,6000,4100,20,8000
9560,50000,322.5,5,250.99,74.5,10.00,91.35,6000,4100,20,8000
9561,70000,376.3,6,250.99,74.5,20.00,90.67,10000,6300,40,10000
9562,50000,322.5,5,250.99,74.5,10.00,97.01,6000,4100,20,8000
9563,70000,376.3,6,250.99,74.5,20.00,116.07,10000,6300,40,10000
9564,50000,322.5,5,250.99,74.5,10.00,117.39,6000,4100,20,8000
9565,50000,322.5,5,250.99,74.5,10.00,109.57,6000,4100,20,8000
9566,70000,376.3,6,250.99,74.5,20.00,107.42,10000,6300,40,10000
9567,70000,376.3,6,250.99,74.5,20.00,118.23,10000,6300,40,10000
9568,40000,258,5,250.99,74.5,10.00,71.51,6000,4100,20,8000
9569,40000,215,6,250.99,74.5,10.00,46.87,6000,4100,20,8000
9570,40000,258,5,250.99,74.5,10.00,57.57,6000,4100,20,8000
9571,50000,322.5,5,250.99,74.5,10.00,59.00,6000,4100,20,8000
9572,70000,376.3,6,250.99,74.5,20.00,85.99,10000,6300,40,10000
9573,50000,322.5,5,250.99,74.5,10.00,89.02,6000,4100,20,8000
9574,84000,451.6,6,250.99,74.5,20.00,83.60,10000,6600,40,9000
9575,84000,451.6,6,250.99,74.5,20.00,86.83,10000,6600,40,9000
9576,84000,451.6,6,250.99,74.5,20.00,83.63,10000,6600,40,9000
9577,70000,376.3,6,250.99,74.5,20.00,81.10,10000,6300,40,10000
9578,84000,451.6,6,250.99,74.5,20.00,76.32,10000,6600,40,9000
9579,70000,376.3,6,250.99,74.5,20.00,81.02,10000,6300,40,10000
9580,70000,376.3,6,250.99,74.5,20.00,53.49,10000,6300,40,10000
9581,70000,376.3,6,250.99,74.5,20.00,66.29,10000,6300,40,10000
9582,84000,451.6,6,250.99,74.5,20.00,44.94,10000,6600,40,9000
9583,84000,451.6,6,250.99,74.5,20.00,35.81,10000,6600,40,9000
9584,70000,376.3,6,250.99,74.5,20.00,57.98,10000,6300,40,10000
9585,50000,322.5,5,250.99,74.5,10.00,76.24,6000,4100,20,8000
9586,50000,322.5,5,250.99,74.5,10.00,57.49,6000,4100,20,8000
9587,70000,376.3,6,250.99,74.5,20.00,51.00,10000,6300,40,10000
9588,70000,376.3,6,250.99,74.5,20.00,28.02,10000,6300,40,10000
9589,40000,258,5,250.99,74.5,10.00,24.70,6000,4100,20,8000
9590,40000,215,6,250.99,74.5,10.00,36.69,6000,4100,20,8000
9591,40000,258,5,250.99,74.5,10.00,36.12,6000,4100,20,8000
9592,50000,322.5,5,250.99,74.5,10.00,36.25,6000,4100,20,8000
9593,70000,376.3,6,250.99,74.5,20.00,44.41,10000,6300,40,10000
9594,50000,322.5,5,250.99,74.5,10.00,45.28,6000,4100,20,8000
9595,50000,322.5,5,250.99,74.5,10.00,47.01,6000,4100,20,8000
9596,50000,322.5,5,250.99,74.5,10.00,56.92,6000,4100,20,8000
9597,70000,376.3,6,250.99,74.5,20.00,70.21,10000,6300,40,10000
9598,70000,376.3,6,250.99,74.5,20.00,91.09,10000,6300,40,10000
9599,40000,258,5,250.99,74.5,10.00,101.95,6000,4100,20,8000
9600,40000,215,6,250.99,74.5,10.00,80.95,6000,4100,20,8000
9601,40000,258,5,250.99,74.5,10.00,96.75,6000,4100,20,8000
9602,50000,322.5,5,250.99,74.5,10.00,104.31,6000,4100,20,8000
9603,70000,376.3,6,250.99,74.5,20.00,109.20,10000,6300,40,10000
9604,50000,322.5,5,250.99,74.5,10.00,83.49,6000,4100,20,8000
9605,70000,376.3,6,250.99,74.5,20.00,60.11,10000,6300,40,10000
9606,50000,322.5,5,250.99,74.5,10.00,100.66,6000,4100,20,8000
9607,50000,322.5,5,250.99,74.5,10.00,114.02,6000,4100,20,8000
9608,70000,376.3,6,250.99,74.5,20.00,102.42,10000,6300,40,10000
9609,70000,376.3,6,250.99,74.5,20.00,108.76,10000,6300,40,10000
9610,40000,258,5,250.99,74.5,10.00,121.61,6000,4100,20,8000
9611,40000,215,6,250.99,74.5,10.00,133.69,6000,4100,20,8000
9612,40000,258,5,250.99,74.5,10.00,146.15,6000,4100,20,8000
9613,50000,322.5,5,250.99,74.5,10.00,122.20,6000,4100,20,8000
9614,70000,376.3,6,250.99,74.5,20.00,101.39,10000,6300,40,10000
9615,50000,322.5,5,250.99,74.5,10.00,90.80,6000,4100,20,8000
9616,50000,322.5,5,250.99,74.5,10.00,77.16,6000,4100,20,8000
9617,50000,322.5,5,250.99,74.5,10.00,98.41,6000,4100,20,8000
9618,70000,376.3,6,250.99,74.5,20.00,116.11,10000,6300,40,10000
9619,70000,376.3,6,250.99,74.5,20.00,126.04,10000,6300,40,10000
9620,40000,258,5,250.99,74.5,10.00,139.09,6000,4100,20,8000
9621,40000,215,6,250.99,74.5,10.00,42.72,6000,4100,20,8000
9622,40000,258,5,250.99,74.5,10.00,31.06,6000,4100,20,8000
9623,50000,322.5,5,250.99,74.5,10.00,38.00,6000,4100,20,8000
9624,70000,376.3,6,250.99,74.5,20.00,59.77,10000,6300,40,10000
9625,50000,322.5,5,250.99,74.5,10.00,63.63,6000,4100,20,8000
9626,70000,376.3,6,250.99,74.5,20.00,85.60,10000,6300,40,10000
9627,84000,451.6,6,250.99,74.5,20.00,86.00,10000,6600,40,9000
9628,84000,451.6,6,250.99,74.5,20.00,71.02,10000,6600,40,9000
9629,70000,376.3,6,250.99,74.5,20.00,84.43,10000,6300,40,10000
9630,84000,451.6,6,250.99,74.5,20.00,91.53,10000,6600,40,9000
9631,84000,451.6,6,250.99,74.5,20.00,93.49,10000,6600,40,9000
9632,84000,451.6,6,250.99,74.5,20.00,86.01,10000,6600,40,9000
9633,84000,451.6,6,250.99,74.5,20.00,45.88,10000,6600,40,9000
9634,50000,322.5,5,250.99,74.5,10.00,44.05,6000,4100,20,8000
9635,50000,322.5,5,250.99,74.5,10.00,64.44,6000,4100,20,8000
9636,70000,376.3,6,250.99,74.5,20.00,89.59,10000,6300,40,10000
9637,70000,376.3,6,250.99,74.5,20.00,98.09,10000,6300,40,10000
9638,40000,258,5,250.99,74.5,10.00,96.77,6000,4100,20,8000
